fa_flight_id,scheduled_in_utc,actual_in_utc,arr_delay_min,departure_delay_min,cancelled,diverted,settled_at_utc,ident_iata,tail_num,op_carrier,origin,dest
DAL3134-1777695713-fa-563p,,2026-05-04T21:59:00Z,-26.0,-9.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
FFT3600-1777702820-airline-1183p,,2026-05-04T21:59:00Z,-5.0,-2.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL1372-1777694801-fa-1007p,,2026-05-04T21:58:00Z,0.0,13.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL2539-1777695957-fa-1016p,,2026-05-04T21:57:00Z,-22.0,-6.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
UAL2345-1777680325-fa-100p,,2026-05-04T21:56:00Z,100.0,116.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
EDV5503-1777697742-airline-1270p,,2026-05-04T21:56:00Z,-17.0,-11.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL1572-1777694835-fa-2927p,,2026-05-04T21:54:00Z,-10.0,9.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
SWA279-1777709839-airline-853p,,2026-05-04T21:54:00Z,-11.0,4.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL1576-1777695862-fa-1334p,,2026-05-04T21:53:00Z,59.0,77.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL1800-1777695424-fa-563p,,2026-05-04T21:52:00Z,-23.0,-14.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
SWA1472-1777701030-airline-1980p,,2026-05-04T21:51:00Z,-24.0,1.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL2427-1777695476-fa-2598p,,2026-05-04T21:50:00Z,-20.0,4.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL3157-1777694790-fa-1139p,,2026-05-04T21:49:00Z,-12.0,6.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
JIA5026-1777703038-airline-1580p,,2026-05-04T21:47:00Z,-38.0,-6.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL583-1777695156-fa-5010p,,2026-05-04T21:46:00Z,-14.0,-8.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL725-1777694807-fa-472p,,2026-05-04T21:46:00Z,-32.0,-2.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL2747-1777695747-fa-1189p,,2026-05-04T21:46:00Z,-23.0,-5.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
FFT2171-1777702820-airline-929p,2026-05-04T21:19:00,2026-05-04T21:45:00Z,26.0,15.0,0,0,2026-05-04T22:20:23.387765+00:00,F92171,N702FR,F9,FLL,ATL
DAL1394-1777694902-fa-1561p,,2026-05-04T21:44:00Z,393.0,404.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL67-1777695388-fa-1098p,,2026-05-04T21:44:00Z,-29.0,-9.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
UAL462-1777680322-fa-1105p,,2026-05-04T21:44:00Z,-11.0,1.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL2279-1777694923-fa-988p,,2026-05-04T21:41:00Z,-12.0,4.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
EDV5308-1777674364-fa-1830p,,2026-05-04T21:40:00Z,-24.0,-5.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL1976-1777694915-fa-136p,,2026-05-04T21:40:00Z,-15.0,-9.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
DAL1381-1777695731-fa-973p,,2026-05-04T21:39:00Z,-15.0,-7.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
SWA3001-1777709839-airline-1027p,2026-05-04T21:50:00,2026-05-04T21:37:00Z,-13.0,-6.0,0,0,2026-05-04T22:15:56.251050+00:00,WN3001,N8815L,WN,MCI,ATL
DAL638-1777694909-fa-858p,2026-05-04T21:54:00,2026-05-04T21:37:00Z,-17.0,-2.0,0,0,2026-05-04T22:21:31.608067+00:00,DL638,N365DN,DL,BOS,ATL
DAL3169-1777695561-fa-579p,,2026-05-04T21:36:00Z,-15.0,-4.0,0,0,2026-05-04T22:20:12.641846+00:00,,,,,
JBU2098-1777704754-airline-1216p,2026-05-04T21:11:00,2026-05-04T21:25:00Z,14.0,0.0,0,0,2026-05-04T22:15:52.888217+00:00,B62098,N3255J,B6,FLL,ATL
DAL1866-1777695245-fa-550p,2026-05-04T21:40:00,2026-05-04T21:20:00Z,-20.0,-16.0,0,0,2026-05-04T22:20:26.331722+00:00,DL1866,N348NW,DL,MTY,ATL
DAL974-1777695027-fa-757p,2026-05-04T21:36:00,2026-05-04T21:15:00Z,-21.0,-4.0,0,0,2026-05-04T22:29:17.114322+00:00,DL974,N377DN,DL,LGA,ATL
DAL1579-1777694981-fa-1142p,2026-05-04T21:23:00,2026-05-04T21:12:00Z,-11.0,8.0,0,0,2026-05-04T22:20:13.712859+00:00,DL1579,N303DN,DL,MIA,ATL
AAL1811-1777701683-airline-1447p,2026-05-04T21:34:00,2026-05-04T21:10:00Z,-24.0,-6.0,0,0,2026-05-04T22:20:16.869521+00:00,AA1811,N801NN,AA,DFW,ATL
DAL75-1777695352-fa-465p,2026-05-04T20:55:00,2026-05-04T21:03:00Z,8.0,12.0,0,0,2026-05-04T22:21:34.927515+00:00,DL75,N818NW,DL,AMS,ATL
DAL2990-1777695868-fa-1370p,2026-05-04T21:10:00,2026-05-04T20:59:00Z,-11.0,-4.0,0,0,2026-05-04T22:15:49.667502+00:00,DL2990,N554NW,DL,JAX,ATL
DAL1872-1777695643-fa-926p,2026-05-04T21:18:00,2026-05-04T20:45:00Z,-33.0,-20.0,0,0,2026-05-04T22:20:20.093449+00:00,DL1872,N892DN,DL,PLS,ATL
DAL759-1777694996-fa-1160p,2026-05-04T20:50:00,2026-05-04T20:41:00Z,-9.0,-5.0,0,0,2026-05-04T22:22:15.406559+00:00,DL759,N353DN,DL,ATL,TPA
AAL1516-1777705939-airline-777p,2026-05-04T15:05:00,2026-05-04T20:25:00Z,320.0,334.0,0,0,2026-05-04T22:22:09.340381+00:00,AA1516,N838AW,AA,YUL,MIA
DAL1292-1777694945-fa-1019p,2026-05-04T20:16:00,2026-05-04T20:05:00Z,-11.0,-3.0,0,0,2026-05-04T22:22:12.377826+00:00,DL1292,N352DN,DL,ATL,FLL
SWA2105-1777698769-airline-1083p,2026-05-04T20:00:00,2026-05-04T19:42:00Z,-18.0,12.0,0,0,2026-05-04T22:21:59.972663+00:00,WN2105,N8536Z,WN,DEN,TPA
