fa_flight_id,scheduled_in_utc,actual_in_utc,arr_delay_min,departure_delay_min,cancelled,diverted,settled_at_utc,ident_iata,tail_num,op_carrier,origin,dest
DAL569-1777954786-fa-1062p,2026-05-07T17:50:00,2026-05-07T17:19:00Z,-31.0,-4.0,0,0,2026-05-07T18:15:42.440993+00:00,DL569,N911DQ,DL,SEA,ATL
DAL1841-1777954732-fa-1292p,,2026-05-07T17:19:00Z,12.0,-6.0,0,0,2026-05-07T18:15:42.440993+00:00,,,,,
EDV4955-1777928479-fa-2867p,,2026-05-07T17:19:00Z,20.0,22.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL1240-1777954217-fa-790p,,2026-05-07T17:19:00Z,21.0,34.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL2325-1777954186-fa-301p,2026-05-07T17:06:00,2026-05-07T17:18:00Z,12.0,14.0,0,0,2026-05-07T18:15:42.440993+00:00,DL2325,N337DN,DL,EWR,ATL
DAL3047-1777955147-fa-12p,2026-05-07T17:05:00,2026-05-07T17:18:00Z,13.0,2.0,0,0,2026-05-07T18:15:42.440993+00:00,DL3047,N981AT,DL,MYR,ATL
FFT1116-1777963115-airline-1298p,2026-05-07T17:55:00,2026-05-07T17:18:00Z,-37.0,-10.0,0,0,2026-05-07T18:15:42.440993+00:00,F91116,N380FR,F9,LAS,ATL
DAL1099-1777954174-fa-97p,2026-05-07T16:40:00,2026-05-07T17:18:00Z,38.0,29.0,0,0,2026-05-07T18:19:35.499352+00:00,DL1099,N330DX,DL,ATL,TPA
DAL1590-1777955139-fa-1036p,2026-05-07T17:04:00,2026-05-07T17:17:00Z,13.0,22.0,0,0,2026-05-07T18:15:42.440993+00:00,DL1590,N896AT,DL,CAE,ATL
DAL1929-1777954348-fa-821p,,2026-05-07T17:17:00Z,11.0,-6.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
FFT1403-1777961985-airline-770p,,2026-05-07T17:15:00Z,118.0,-8.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL3182-1777955140-fa-1698p,2026-05-07T16:40:00,2026-05-07T17:14:00Z,34.0,43.0,0,0,2026-05-07T18:19:35.499352+00:00,DL3182,N892AT,DL,ATL,MYR
DAL2279-1777954196-fa-695p,2026-05-07T17:18:00,2026-05-07T17:14:00Z,-4.0,4.0,0,0,2026-05-07T18:19:35.499352+00:00,DL2279,N301DV,DL,ATL,PHL
DAL83-1777954063-fa-274p,,2026-05-07T17:13:00Z,13.0,1.0,0,0,2026-05-07T18:15:42.440993+00:00,,,,,
DAL3107-1777954930-fa-569p,,2026-05-07T17:13:00Z,63.0,71.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL441-1777955139-fa-1042p,2026-05-07T17:19:00,2026-05-07T17:12:00Z,-7.0,9.0,0,0,2026-05-07T18:15:42.440993+00:00,DL441,N954AT,DL,DAL,ATL
DAL3128-1777954905-fa-2023p,2026-05-07T17:05:00,2026-05-07T17:11:00Z,6.0,6.0,0,0,2026-05-07T18:15:42.440993+00:00,DL3128,N934DZ,DL,MSY,ATL
DAL1089-1777955076-fa-272p,2026-05-07T16:41:00,2026-05-07T17:11:00Z,30.0,0.0,0,0,2026-05-07T18:15:42.440993+00:00,DL1089,N692DL,DL,RSW,ATL
AAL1799-1777966432-airline-1457p,,2026-05-07T17:10:00Z,9.0,13.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL2883-1777954263-fa-1235p,,2026-05-07T17:10:00Z,51.0,46.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL1997-1777954889-fa-327p,,2026-05-07T17:10:00Z,17.0,8.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
DAL2999-1777954837-fa-1465p,,2026-05-07T17:08:00Z,-4.0,-5.0,0,0,2026-05-07T18:15:42.440993+00:00,,,,,
DAL9963-1778102410-fa-455p,2026-05-07T17:00:00,2026-05-07T17:07:00Z,7.0,27.0,0,0,2026-05-07T18:15:42.440993+00:00,DL9963,N935AT,DL,TUL,ATL
DAL3108-1777955149-fa-1047p,,2026-05-07T17:07:00Z,7.0,7.0,0,0,2026-05-07T18:15:42.440993+00:00,,,,,
DAL724-1777955143-fa-829p,,2026-05-07T17:07:00Z,-3.0,2.0,0,0,2026-05-07T18:19:35.499352+00:00,,,,,
